date,gross_reserves_usd_m,source,fx_reserves_usd_m,imf_position_usd_m,sdrs_usd_m,gold_usd_m,import_cover_months,mom_change_usd_m
2024-01-01,4496.0,CBSL Official Reserve Assets Historical,4425.612544163821,3.79719439508,33.374308084189764,30.887255759967665,2.997333333333333,104.0
2024-02-01,4520.0,CBSL Official Reserve Assets Historical,4482.340716033624,3.79057011996,1.6431050846976658,30.961936199948926,3.013333333333333,24.0
2024-03-01,4960.0,CBSL Official Reserve Assets Historical,4916.3794807720005,3.78054804855,0.6298346981597234,33.77192043995077,3.3066666666666666,440.0
2024-04-01,5471.0,CBSL Official Reserve Assets Historical,5389.193492483832,3.76307366763,33.69741281305537,34.62627682995229,3.6473333333333335,511.0
2024-05-01,5410.0,CBSL Official Reserve Assets Historical,5368.235638555519,3.77909185014,1.3128444750156163,35.24447335998116,3.6066666666666665,-61.0
2024-06-01,5654.0,CBSL Official Reserve Assets Historical,5605.029604018364,3.75567846394,0.318168909673689,35.2388685399558,3.7693333333333334,244.0
2024-07-01,5652.0,CBSL Official Reserve Assets Historical,5577.0,3.79302567022,33.0,37.0,3.768,-2.0
2024-08-01,5959.0,CBSL Official Reserve Assets Historical,5916.006953241527,3.84496341351,0.2431290906547396,37.91464005998783,3.9726666666666666,307.0
2024-09-01,5994.0,CBSL Official Reserve Assets Historical,5948.803554129541,3.87283105367,0.2448912489004643,39.90056422997329,3.996,35.0
2024-10-01,6472.0,CBSL Official Reserve Assets Historical,6388.171639787415,3.80219115433,37.659227468478896,41.5386865699641,4.314666666666667,478.0
2024-11-01,6451.0,CBSL Official Reserve Assets Historical,6407.796242600988,3.75159539781,3.1804045609718194,39.51458902996344,4.300666666666666,-21.0
2024-12-01,6122.0,CBSL Official Reserve Assets Historical,6047.66870987018,3.72367065183,3.15673143526145,39.74893110997791,4.081333333333333,-329.0
2025-01-01,6065.0,CBSL Official Reserve Assets Historical,5986.317506131903,3.72281406453,32.04887806573103,42.35759625995994,4.043333333333333,-57.0
2025-02-01,6086.0,CBSL Official Reserve Assets Historical,6032.73744964807,3.737575919,5.398412867793581,43.266637529953655,4.057333333333333,21.0
2025-03-01,6531.0,CBSL Official Reserve Assets Historical,6466.518492334026,3.7938251517,3.470624193288443,47.30316851996577,4.354,445.0
2025-04-01,6327.0,CBSL Official Reserve Assets Historical,6242.64855229052,3.87208867801,29.57351799886889,49.79473836997175,4.218,-204.0
2025-05-01,6286.0,CBSL Official Reserve Assets Historical,6230.656967004765,3.87380185261,2.357316187809975,49.81776357999768,4.190666666666667,-41.0
2025-06-01,6081.0,CBSL Official Reserve Assets Historical,6024.769025011985,3.923169834,2.3873579777668588,50.02453599994533,4.054,-205.0
2025-07-01,6147.0,CBSL Official Reserve Assets Historical,6062.782301692775,3.86866232881,29.34488331064376,49.82336839996572,4.098,66.0
2025-08-01,6178.0,CBSL Official Reserve Assets Historical,6119.598459914199,3.90786547424,0.948542796952376,52.20965851993658,4.118666666666667,31.0
2025-09-01,6244.0,CBSL Official Reserve Assets Historical,6179.227816045453,3.91451830227,0.950157615101431,58.44312758999464,4.1626666666666665,66.0
2025-10-01,6216.0,CBSL Official Reserve Assets Historical,6101.557919268492,3.87859874149,31.233535983191004,79.81000681996687,4.144,-28.0
2025-11-01,6034.0,CBSL Official Reserve Assets Historical,5943.526708888716,3.87911269387,2.054464878540633,84.54849345997191,4.022666666666667,-182.0
2025-12-01,6825.0,CBSL Official Reserve Assets Historical,6733.69,3.91,1.04,86.15,4.55,791.0
